,video_name,tag
726,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 1.mp4_45467-47217_Clear_7.mp4,Clear
727,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 1.mp4_46833-48583_Clear_8.mp4,Clear
728,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 1.mp4_60433-62183_Clear_10.mp4,Clear
729,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 1.mp4_54567-56317_Clear_9.mp4,Clear
730,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 1.mp4_72933-74683_Clear_12.mp4,Clear
731,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 1.mp4_74867-76617_Clear_13.mp4,Clear
732,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 1.mp4_76333-78083_Clear_15.mp4,Clear
733,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_4605-6355_Clear_1.mp4,Clear
734,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_10528-12278_Clear_2.mp4,Clear
735,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_19236-20986_Clear_3.mp4,Clear
736,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_36036-37786_Clear_6.mp4,Clear
737,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_51719-53469_Clear_9.mp4,Clear
738,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_62496-64246_Clear_10.mp4,Clear
739,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_65699-67449_Clear_12.mp4,Clear
740,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_69220-70970_Clear_13.mp4,Clear
741,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 2.mp4_69220-70970_Clear_14.mp4,Clear
742,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_4500-6250_Clear_1.mp4,Clear
743,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_13133-14883_Clear_2.mp4,Clear
744,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_19400-21150_Clear_3.mp4,Clear
745,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_24033-25783_Clear_4.mp4,Clear
746,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_30800-32550_Clear_5.mp4,Clear
747,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_34900-36650_Clear_6.mp4,Clear
748,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_45967-47717_Clear_8.mp4,Clear
749,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_59233-60983_Clear_10.mp4,Clear
750,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_75700-77450_Clear_14.mp4,Clear
751,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 1.mp4_74200-75950_Clear_13.mp4,Clear
752,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_4800-6550_Clear_1.mp4,Clear
753,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_13000-14750_Clear_2.mp4,Clear
754,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_24233-25983_Clear_4.mp4,Clear
755,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_34667-36417_Clear_6.mp4,Clear
756,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_44667-46417_Clear_7.mp4,Clear
757,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_46067-47817_Clear_8.mp4,Clear
758,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_53733-55483_Clear_9.mp4,Clear
759,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_59567-61317_Clear_10.mp4,Clear
760,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_66600-68350_Clear_11.mp4,Clear
761,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_72000-73750_Clear_12.mp4,Clear
762,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_75433-77183_Clear_14.mp4,Clear
763,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Faltic HB - Aachen - 1.50m - 30.06.2022 Round 2.mp4_75433-77183_Clear_15.mp4,Clear
764,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_3333-5083_Clear_1.mp4,Clear
765,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_23200-24950_Clear_4.mp4,Clear
766,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_34033-35783_Clear_6.mp4,Clear
767,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_30033-31783_Clear_5.mp4,Clear
768,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_43767-45517_Clear_7.mp4,Clear
769,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_53367-55117_Clear_9.mp4,Clear
770,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_59233-60983_Clear_10.mp4,Clear
771,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_67767-69517_Clear_11.mp4,Clear
772,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_73100-74850_Clear_12.mp4,Clear
773,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_75033-76783_Clear_13.mp4,Clear
774,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.50m - 30.06.2022 Round 2.mp4_76500-78250_Clear_14.mp4,Clear
775,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_2636-4386_Clear_1.mp4,Clear
776,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_17618-19368_Clear_3.mp4,Clear
777,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_20638-22388_Clear_4.mp4,Clear
778,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_25259-27009_Clear_5.mp4,Clear
779,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_26744-28494_Clear_6.mp4,Clear
780,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_28596-30346_Clear_7.mp4,Clear
781,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_36120-37870_Clear_8.mp4,Clear
782,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_42960-44710_Clear_9.mp4,Clear
783,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_46564-48314_Clear_10.mp4,Clear
784,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_55189-56939_Clear_11.mp4,Clear
785,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_60277-62027_Clear_12.mp4,Clear
786,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_65216-66966_Clear_13.mp4,Clear
787,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_66550-68300_Clear_14.mp4,Clear
788,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_77027-78777_Clear_15.mp4,Clear
789,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_81682-83432_Clear_16.mp4,Clear
790,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Ben Maher - Explosion W - Aachen - 1.60m - 03.07.2022 Round 1.mp4_81682-83432_Clear_17.mp4,Clear
791,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_5623-7373_Clear_1.mp4,Clear
792,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_11412-13162_Clear_2.mp4,Clear
793,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_20921-22671_Clear_3.mp4,Clear
794,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_23841-25591_Clear_4.mp4,Clear
795,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_29980-31730_Clear_6.mp4,Clear
796,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_31849-33599_Clear_7.mp4,Clear
797,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_39173-40923_Clear_8.mp4,Clear
798,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_46063-47813_Clear_9.mp4,Clear
799,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_49533-51283_Clear_10.mp4,Clear
800,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_57391-59141_Clear_11.mp4,Clear
801,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_62213-63963_Clear_12.mp4,Clear
802,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_67301-69051_Clear_13.mp4,Clear
803,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_78712-80462_Clear_15.mp4,Clear
804,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_83384-85134_Clear_16.mp4,Clear
805,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 1.mp4_83384-85134_Clear_17.mp4,Clear
806,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_12500-14250_Clear_2.mp4,Clear
807,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_24100-25850_Clear_4.mp4,Clear
808,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_30467-32217_Clear_5.mp4,Clear
809,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_34533-36283_Clear_6.mp4,Clear
810,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_45233-46983_Clear_7.mp4,Clear
811,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_46633-48383_Clear_8.mp4,Clear
812,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_54400-56150_Clear_9.mp4,Clear
813,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_67967-69717_Clear_11.mp4,Clear
814,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_73200-74950_Clear_12.mp4,Clear
815,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 1.mp4_76600-78350_Clear_15.mp4,Clear
816,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 2.mp4_4989-6739_Clear_1.mp4,Clear
817,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 2.mp4_11328-13078_Clear_2.mp4,Clear
818,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Harry Charles - Romeo 88 - Aachen - 1.60m - 03.07.2022 Round 2.mp4_19186-20936_Clear_3.mp4,Clear
819,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_4100-5850_Clear_1.mp4,Clear
820,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_20333-22083_Clear_3.mp4,Clear
821,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_13733-15483_Clear_2.mp4,Clear
822,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_25367-27117_Clear_4.mp4,Clear
823,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_46633-48383_Clear_7.mp4,Clear
824,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_55733-57483_Clear_9.mp4,Clear
825,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_48100-49850_Clear_8.mp4,Clear
826,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_61700-63450_Clear_10.mp4,Clear
827,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_69300-71050_Clear_11.mp4,Clear
828,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_76500-78250_Clear_13.mp4,Clear
829,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/John Whitaker - Equine America Unick du Francport - Aachen - 1.50m - 30.06.2022 Round 2.mp4_77967-79717_Clear_15.mp4,Clear
830,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_4000-5750_Clear_1.mp4,Clear
831,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_12600-14350_Clear_2.mp4,Clear
832,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_18900-20650_Clear_3.mp4,Clear
833,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_23533-25283_Clear_4.mp4,Clear
834,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_33767-35517_Clear_6.mp4,Clear
835,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_43867-45617_Clear_7.mp4,Clear
836,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_45367-47117_Clear_8.mp4,Clear
837,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_52767-54517_Clear_9.mp4,Clear
838,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_58400-60150_Clear_10.mp4,Clear
839,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_65667-67417_Clear_11.mp4,Clear
840,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_70867-72617_Clear_12.mp4,Clear
841,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_72700-74450_Clear_13.mp4,Clear
842,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 1.mp4_74200-75950_Clear_15.mp4,Clear
843,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_4067-5817_Clear_1.mp4,Clear
844,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_12600-14350_Clear_2.mp4,Clear
845,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_18967-20717_Clear_3.mp4,Clear
846,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_23633-25383_Clear_4.mp4,Clear
847,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_29633-31383_Clear_5.mp4,Clear
848,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_33633-35383_Clear_6.mp4,Clear
849,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_43867-45617_Clear_7.mp4,Clear
850,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_52700-54450_Clear_9.mp4,Clear
851,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_58333-60083_Clear_10.mp4,Clear
852,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_65500-67250_Clear_11.mp4,Clear
853,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_70600-72350_Clear_12.mp4,Clear
854,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_72400-74150_Clear_13.mp4,Clear
855,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.50m - 30.06.2022 Round 2.mp4_73933-75683_Clear_15.mp4,Clear
856,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.60m - 03.07.2022 Jumpoff.mp4_7425-9175_Clear_2.mp4,Clear
857,/content/drive/MyDrive/AI R&D Project/Equestrian/dataset_temp3/train/Clear/Scott Brash - Hello Jefferson - Aachen - 1.60m - 03.07.2022 Jumpoff.mp4_13197-14947_Clear_3.mp4,Clear
